Gene	sgRNA	D7_R1|beta	D7_R1|z	D7_R1|p-value	D7_R1|fdr	D7_R1|wald-p-value	D7_R1|wald-fdr	D7_R2|beta	D7_R2|z	D7_R2|p-value	D7_R2|fdr	D7_R2|wald-p-value	D7_R2|wald-fdr	PLX7_R1|beta	PLX7_R1|z	PLX7_R1|p-value	PLX7_R1|fdr	PLX7_R1|wald-p-value	PLX7_R1|wald-fdr	PLX7_R2|beta	PLX7_R2|z	PLX7_R2|p-value	PLX7_R2|fdr	PLX7_R2|wald-p-value	PLX7_R2|wald-fdr
INTS8	4	-0.9989100000000001	-10.296	0.009736499999999999	0.45469	7.3263e-25	9.1155e-23	-0.9184	-9.6759	0.011470000000000001	0.46143	3.8187000000000004e-22	4.8553e-20	-0.80478	-9.109	0.014869	0.57681	8.315500000000001e-20	1.0572999999999999e-17	-0.8371799999999999	-8.2796	0.012171	0.51981	1.2357e-16	1.6949e-14
RQCD1	5	-0.67609	-7.091	0.049222	0.6746300000000001	1.3311e-12	4.1481e-11	-0.53706	-5.8272	0.090533	0.75975	5.636e-09	1.1030999999999999e-07	-0.62952	-7.0966	0.040772	0.69408	1.2788e-12	5.6393e-11	-0.42299	-4.3444	0.14240999999999998	0.8271	1.3967999999999999e-05	0.00018891
MAP3K10	4	0.26132	2.7041	0.025421	0.5847600000000001	0.0068484999999999996	0.024465	0.14072	1.4433	0.095264	0.77195	0.14894000000000002	0.28699	0.24924000000000002	2.6462	0.040324	0.69408	0.0081396	0.031127	0.23988	2.3866	0.034939	0.66152	0.017004	0.064374
CUL1	4	-0.9330299999999999	-8.6268	0.013203999999999999	0.48626	6.310599999999999e-18	3.7646e-16	-0.5597300000000001	-5.5173	0.07913200000000001	0.73632	3.4422999999999997e-08	5.6997e-07	-0.8482	-8.3746	0.011815	0.55753	5.5405000000000004e-17	4.7078000000000005e-15	-0.40744	-3.8822	0.15778	0.8340799999999999	0.00010353	0.0010353
NDC80	4	-1.3661	-8.7637	0.0023538	0.37658	1.8896e-18	1.1969e-16	-1.0304	-7.4039	0.0066135000000000005	0.41281	1.3225999999999998e-13	5.4079e-12	-1.1545	-8.7146	0.0026523000000000002	0.45743	2.9169e-18	2.9201000000000004e-16	-1.1104	-6.9015	0.0033871	0.47778000000000004	5.1454e-12	2.958e-10
SON	6	-0.65036	-8.4282	0.056697000000000004	0.69644	3.5109e-17	1.8532e-15	-0.48753	-6.5085	0.12179000000000001	0.80906	7.588299999999999e-11	2.1007e-09	-0.18925	-2.7229	0.62875	0.97834	0.006470399999999999	0.025886000000000003	-0.37261	-4.7714	0.19718	0.86526	1.8294e-06	3.2285e-05
PPIP5K2	4	-0.62253	-5.5012	0.06577899999999999	0.71205	3.7727e-08	5.6897e-07	-0.7068800000000001	-6.1631	0.034147000000000004	0.61233	7.132999999999999e-10	1.6611e-08	-0.7036899999999999	-6.5604	0.026167000000000003	0.65413	5.3647e-11	1.7834e-09	-0.53841	-4.4552	0.06935	0.74328	8.3812e-06	0.00012075
SLC38A1	4	0.22985999999999998	2.2186	0.03712	0.63494	0.026516	0.07435399999999999	0.06971799999999999	0.65886	0.21948	0.88387	0.5099899999999999	0.67066	-0.10223	-0.98605	0.98788	0.99889	0.32411	0.49838000000000005	0.092461	0.81952	0.20567	0.86916	0.41248999999999997	0.60927
VAMP5	5	0.21711	2.5482	0.043355	0.65972	0.010827	0.035923000000000004	0.25595	3.0301	0.022033	0.56398	0.0024449000000000003	0.01095	0.18735	2.2796	0.080452	0.7781399999999999	0.022631000000000002	0.069342	0.2861	3.2229	0.02015	0.58763	0.0012692	0.0081761
UCHL5	5	-0.60565	-7.0828	0.071876	0.7228600000000001	1.4125e-12	4.3778000000000005e-11	-0.51437	-6.0805	0.10375999999999999	0.7830199999999999	1.1982e-09	2.7000999999999998e-08	-0.11250999999999999	-1.3926	0.94199	0.99829	0.16375	0.3095	-0.20783000000000001	-2.4415	0.5585899999999999	0.9598	0.014625999999999998	0.057221
TUBGCP2	4	-0.76325	-10.044	0.031092	0.6123	9.7304e-24	1.066e-21	-0.9295899999999999	-12.099	0.010598	0.44903000000000004	1.0749999999999999e-33	3.745e-31	-0.81416	-10.92	0.0141	0.56514	9.2799e-28	3.2329e-25	-0.6875600000000001	-8.8438	0.028406	0.63795	9.2476e-19	1.6271e-16
LETM1	4	-0.74279	-8.4537	0.034767	0.63146	2.8211e-17	1.5074000000000002e-15	-0.5857	-6.8173	0.06789099999999999	0.70699	9.2756e-12	2.9701e-10	-0.45202	-5.4894	0.12163	0.80972	4.0339999999999996e-08	7.654600000000001e-07	-0.38442	-4.3804	0.18223	0.8576600000000001	1.1846e-05	0.00016338
ORC6	4	-1.0138	-9.1397	0.009128	0.44513	6.2626e-20	4.7224000000000004e-18	-1.1419	-10.038	0.0040301	0.35545	1.0341e-23	1.4887e-21	-0.67578	-6.9733	0.030701999999999997	0.66866	3.0959999999999997e-12	1.2659e-10	-0.83959	-7.2394	0.011951999999999999	0.51782	4.5053e-13	3.2699e-11
HDAC3	4	-1.0593	-11.679	0.007428699999999999	0.42483999999999994	1.6245999999999998e-31	3.4936999999999994e-29	-0.9305100000000001	-10.562999999999999	0.010563	0.44903000000000004	4.4117e-26	7.6087e-24	-0.67766	-8.3582	0.030414999999999998	0.66866	6.367199999999999e-17	5.332199999999999e-15	-0.62225	-6.9769	0.04161	0.69077	3.0178e-12	1.8774000000000002e-10
LAS1L	6	-0.71418	-10.152999999999999	0.040553	0.65323	3.2178e-24	3.7367000000000004e-22	-0.66955	-9.6165	0.04161	0.63246	6.813e-22	8.0186e-20	-0.28209	-4.3788	0.36141999999999996	0.93881	1.1931e-05	0.00012349	-0.5141	-7.1449	0.080785	0.7562	9.0076e-13	6.1773e-11
PPP1R14D	4	-0.73087	-8.6983	0.036879	0.63478	3.3681000000000002e-18	2.0804999999999997e-16	-0.66535	-7.9674	0.042655	0.6398699999999999	1.6204999999999998e-15	8.685399999999999e-14	-0.7489899999999999	-9.0847	0.020380000000000002	0.61859	1.0400999999999999e-19	1.2940999999999999e-17	-0.5755899999999999	-6.7537	0.054286	0.71127	1.4409000000000001e-11	7.628899999999999e-10
SNRPD3	4	-0.71327	-7.7991	0.040795	0.65554	6.2353e-15	2.5616e-13	-0.7296600000000001	-7.9922	0.030323000000000003	0.60136	1.3251e-15	7.1461e-14	-0.47086999999999996	-5.5622	0.10835999999999998	0.80295	2.6631999999999997e-08	5.2777e-07	-0.5473100000000001	-5.8018	0.065228	0.73482	6.559699999999999e-09	2.1121e-07
PMVK	6	-0.63964	-8.8658	0.060049	0.70343	7.5932e-19	5.146500000000001e-17	-0.72533	-9.9561	0.031161	0.6051300000000001	2.371e-23	3.3040000000000003e-21	-0.24806999999999998	-3.7706	0.44541000000000003	0.95741	0.00016287	0.0011704	-0.16894	-2.3868	0.70162	0.98065	0.016996	0.064373
CTDP1	4	-0.7700199999999999	-9.2113	0.029851999999999997	0.60487	3.2213e-20	2.5275e-18	-0.63988	-7.7896	0.04944	0.65375	6.7216999999999996e-15	3.2889000000000003e-13	-0.6181	-7.7567	0.043699	0.69408	8.7201e-15	5.5844e-13	-0.71751	-8.2621	0.023893	0.6064	1.4315e-16	1.9181e-14
CELF4	4	0.41665	5.8825	0.0045927	0.38364000000000004	4.0407e-09	7.0809e-08	0.39402	5.5642	0.005029	0.37617	2.6338e-08	4.4803e-07	0.42373999999999995	6.0575	0.0072908999999999995	0.5	1.3827999999999998e-09	3.5897e-08	0.086664	1.1769	0.22007	0.8739399999999999	0.23924	0.42985
TCF15	4	0.20711	2.2915	0.048728	0.67413	0.021935	0.06374500000000001	0.37069	4.1811	0.006314899999999999	0.4	2.9006e-05	0.00024421	0.33298	3.8408	0.01674	0.59877	0.00012263	0.00092275	0.27251	2.9143	0.02348	0.6	0.0035650999999999994	0.018599
BUB1	4	-0.72705	-7.1905	0.037637000000000004	0.63836	6.4554e-13	2.1097e-11	-0.5444399999999999	-5.6008	0.086779	0.75354	2.1339999999999998e-08	3.721e-07	-0.9169200000000001	-9.3108	0.0081865	0.5021100000000001	1.2682e-20	1.872e-18	-0.85408	-7.5721	0.011149	0.51782	3.6712e-14	3.2963e-12
WDR70	4	-0.6189100000000001	-5.6868	0.06701900000000001	0.71686	1.2948e-08	2.1125e-07	-0.33484	-3.2685	0.31078	0.9124	0.0010812999999999999	0.0055123	-0.42423	-4.2909	0.14595999999999998	0.83445	1.7796e-05	0.00017464	-0.42175	-3.7492	0.14365999999999998	0.8280200000000001	0.00017739	0.0016136
IRX4	4	0.2034	2.5665	0.051025	0.68092	0.010274	0.034347	0.02743	0.34137	0.34015	0.92011	0.73283	0.8352200000000001	-0.038796	-0.49308	0.71831	0.9852	0.6219600000000001	0.75931	-0.098858	-1.1601	0.9900899999999999	0.99979	0.24600000000000002	0.43748000000000004
TARS	5	-0.78268	-10.205	0.027946	0.5959300000000001	1.8736e-24	2.2353999999999998e-22	-0.82634	-10.755999999999998	0.018336	0.5404399999999999	5.5736e-27	1.0439e-24	-0.74737	-10.087	0.020575	0.61859	6.3163e-24	1.3583e-21	-0.5981	-7.6539	0.047764	0.7088	1.9496e-14	1.8867e-12
MRPS27	4	-0.72607	-6.093	0.037832	0.6390100000000001	1.1079e-09	2.1659000000000002e-08	-0.7528199999999999	-6.3182	0.026833	0.5906600000000001	2.6470999999999996e-10	6.6155e-09	-0.8076399999999999	-7.1055	0.014685	0.57681	1.1991e-12	5.3283e-11	-0.8411200000000001	-6.3445	0.011951999999999999	0.51782	2.2321e-10	9.6962e-09
MMP2	4	0.21420999999999998	2.7024	0.044779	0.6631600000000001	0.006883499999999999	0.024565	0.03667	0.45711999999999997	0.3101	0.9123600000000001	0.64759	0.7748	-0.061141999999999995	-0.77431	0.82278	0.9908799999999999	0.43873999999999996	0.60974	0.066024	0.79565	0.27602	0.89896	0.42623999999999995	0.6221899999999999
WFDC2	4	-0.60714	-6.3316	0.07128999999999999	0.72102	2.4262e-10	5.2047e-09	-0.5361600000000001	-5.6686	0.090901	0.75975	1.4394e-08	2.5982e-07	-0.75966	-8.1142	0.019117	0.6136	4.8893e-16	3.6088e-14	-0.50405	-5.0632	0.08586	0.7643300000000001	4.1221000000000006e-07	8.6096e-06
CLCA4	4	-0.60216	-4.6992	0.073494	0.72895	2.6117000000000003e-06	2.5863000000000003e-05	-0.12962	-1.1373	0.9743	0.9991899999999999	0.25540999999999997	0.42281	-0.28993	-2.6161	0.34444	0.9322799999999999	0.008894200000000001	0.033375	-0.35411	-2.6897	0.22239	0.87471	0.0071514	0.032648
EIF2B2	4	-0.73152	-8.1762	0.036764	0.63469	2.9298000000000003e-16	1.4175999999999998e-14	-0.67694	-7.6219	0.039738	0.62849	2.5002e-14	1.1431e-12	-0.59245	-6.8698	0.050933	0.71955	6.4276e-12	2.4771e-10	-0.44121000000000005	-4.9042	0.127	0.81485	9.379299999999999e-07	1.7993e-05
PSMB1	4	-1.1307	-10.8	0.0052816	0.39068	3.4400999999999994e-27	5.1658e-25	-0.9111899999999999	-9.1581	0.011975	0.46548999999999996	5.280900000000001e-20	4.9456e-18	-1.1908	-12.015999999999998	0.0023078000000000005	0.44086000000000003	2.9444000000000003e-33	1.5541999999999998e-30	-1.1852	-10.251	0.0025604	0.45979	1.1689e-24	3.7706e-22
PIK3C3	4	-0.97931	-8.6093	0.010551999999999999	0.45821000000000006	7.3525e-18	4.3268000000000006e-16	-0.57522	-5.4649	0.071761	0.72129	4.6324e-08	7.4922e-07	-0.64882	-6.3683	0.036363	0.68998	1.9114e-10	5.7207e-09	-0.52046	-4.6763	0.077823	0.75375	2.9217000000000003e-06	4.8193000000000004e-05
UTY	4	0.21414	2.2622	0.044825	0.6631600000000001	0.023686000000000002	0.06778200000000001	0.06779500000000001	0.71086	0.22416	0.8857299999999999	0.47717	0.64383	0.098592	1.0542	0.21796	0.8802	0.2918	0.46462	0.15467999999999998	1.5892	0.098949	0.78037	0.11200999999999998	0.25959
WDR86	4	0.35611	4.2485	0.0083817	0.44036000000000003	2.1521999999999998e-05	0.00017237	-0.058119000000000004	-0.66398	0.69315	0.9804200000000001	0.5067	0.6683	0.21504	2.6094	0.058637	0.72924	0.0090702	0.033894	0.13008	1.4488	0.13284	0.81868	0.14740999999999999	0.31156999999999996
HAS1	4	0.24484	2.8294	0.031219	0.6123	0.0046632	0.017786	0.15217	1.75	0.082071	0.7451800000000001	0.08011499999999999	0.18002	0.056362999999999996	0.65751	0.33364	0.9313600000000001	0.51085	0.67223	0.085235	0.9421200000000001	0.22364	0.8760100000000001	0.34613	0.54513
TAF12	5	-0.78813	-8.3484	0.027131	0.59297	6.919199999999999e-17	3.5448999999999997e-15	-0.68691	-7.4767	0.03789	0.6219899999999999	7.6236e-14	3.2708e-12	-0.21245	-2.6259	0.54988	0.97403	0.008643099999999999	0.032644	-0.4096	-4.3666	0.15569000000000002	0.8338399999999999	1.2619e-05	0.00017253
TUBGCP6	4	-0.66317	-5.2945	0.052758000000000006	0.6851	1.1936e-07	1.6031e-06	-0.64495	-5.1988	0.047958999999999995	0.65205	2.0059999999999998e-07	2.8713e-06	-0.65968	-5.622000000000001	0.034055	0.68028	1.8873e-08	3.9003e-07	-0.57895	-4.3515	0.053137000000000004	0.71091	1.3521e-05	0.00018328
ACTL6A	4	-1.3899	-15.350999999999999	0.0022045000000000003	0.36604000000000003	3.4721e-53	2.7491e-50	-1.2982	-14.549000000000001	0.002193	0.34094	5.9027e-48	5.7122e-45	-1.1979	-13.985	0.0022504	0.43556000000000006	1.9307999999999997e-44	2.4023e-41	-1.3628	-14.370999999999999	0.0011825999999999998	0.45169	7.859199999999999e-47	1.0531e-43
SLC6A9	7	0.34731	5.7855	0.009139399999999999	0.44513	7.2286000000000005e-09	1.2357000000000001e-07	0.2856	4.7474	0.015891	0.5213399999999999	2.0605e-06	2.3096e-05	0.34914	5.9203	0.014145	0.56514	3.2145e-09	7.7877e-08	0.30346	4.9146	0.016511	0.55629	8.898e-07	1.7182999999999998e-05
SPC24	4	-0.99639	-8.912	0.009851299999999999	0.45503000000000005	5.0114e-19	3.5199000000000005e-17	-1.0698	-9.4805	0.0054653	0.38856999999999997	2.5296e-21	2.6866999999999997e-19	-0.76756	-7.5425	0.018405	0.60525	4.6116000000000004e-14	2.6424e-12	-0.8934200000000001	-7.5848	0.0090591	0.51782	3.3292e-14	3.0683e-12
IL1A	5	0.2987	3.6848	0.015753	0.50795	0.00022889	0.0013696	-0.016919999999999998	-0.20138	0.5109899999999999	0.96498	0.8404	0.9057200000000001	-0.011798000000000001	-0.14582	0.59573	0.9769	0.88407	0.9339299999999999	0.09233	1.0563	0.20599	0.86916	0.29085	0.48818
HECW1	4	-0.67055	-6.9477	0.050634	0.68003	3.7119e-12	1.0581999999999999e-10	-0.57868	-6.093999999999999	0.07055499999999999	0.71708	1.1014000000000001e-09	2.4916999999999997e-08	-0.4533	-5.0168	0.12065999999999999	0.80962	5.2546e-07	7.85e-06	-0.52074	-5.2381	0.07757	0.75351	1.6221e-07	3.7081e-06
SIRPB1	4	0.24703000000000003	2.8942	0.030427	0.6078	0.0038012000000000002	0.015013999999999998	0.44295	5.2601	0.003433	0.35205	1.4395e-07	2.1341e-06	0.45582	5.4966	0.0056146	0.48911000000000004	3.8717e-08	7.370699999999999e-07	0.43828	5.0782	0.0045696999999999995	0.48318	3.8097e-07	8.024299999999999e-06
DHX15	5	-0.62459	-7.0647	0.065124	0.71205	1.6092e-12	4.9263000000000006e-11	-0.6519699999999999	-7.3743	0.045984	0.64781	1.6523e-13	6.6934e-12	-0.69655	-8.267000000000001	0.027188999999999998	0.6603899999999999	1.3742e-16	1.1031e-14	-0.58877	-6.218999999999999	0.050267	0.70926	5.002e-10	2.0647000000000003e-08
KIAA0182	6	0.23695	3.701	0.034307	0.63126	0.00021471	0.0012901	0.019256	0.2958	0.36801	0.93248	0.7673800000000001	0.8579600000000001	0.14097	2.2407	0.13697	0.8261700000000001	0.025046000000000002	0.074987	0.061817	0.9169799999999999	0.28888	0.90405	0.35916	0.55819
PPARD	7	0.26225	4.4952	0.025144999999999997	0.58386	6.9508000000000004e-06	6.3127e-05	0.24115999999999999	4.1352	0.026213	0.58918	3.5458000000000005e-05	0.00029066	0.24668	4.2981	0.041449	0.69408	1.7225e-05	0.00016971	0.23469	3.9188	0.03704	0.6715899999999999	8.897600000000001e-05	0.00091115
CMPK1	6	-0.63772	-7.3282	0.060738	0.70533	2.3323e-13	8.0768e-12	-0.82021	-9.1497	0.018922	0.5457	5.711000000000001e-20	5.3198e-18	-0.7924100000000001	-9.3848	0.016017	0.5911	6.3046e-21	9.5496e-19	-0.74832	-7.8185	0.019794	0.58316	5.3442e-15	5.6763e-13
HLA-A	4	0.29568	3.0248	0.016281	0.50961	0.0024883	0.010531	0.10651	1.075	0.14364000000000002	0.8360299999999999	0.28239000000000003	0.45293999999999995	0.25733	2.6860000000000004	0.036683999999999994	0.69142	0.0072319	0.028376	0.029539	0.28402	0.39687	0.9295200000000001	0.7763899999999999	0.87992
SNRNP200	5	-0.9991899999999999	-10.785	0.009736499999999999	0.45469	4.0506999999999995e-27	5.948700000000001e-25	-0.87676	-9.7287	0.014318	0.5020100000000001	2.2747999999999997e-22	2.9351e-20	-0.66596	-7.9725	0.0327	0.67479	1.5548e-15	1.0921e-13	-1.1372	-11.011	0.0031000999999999997	0.47368000000000005	3.3662e-28	1.543e-25
GINS3	5	-0.78342	-10.146	0.027855	0.5959300000000001	3.4517000000000006e-24	3.9556e-22	-0.73001	-9.5528	0.030243	0.60136	1.262e-21	1.4002e-19	-0.41951000000000005	-5.8599	0.15050999999999998	0.8373700000000001	4.6311999999999995e-09	1.0930999999999999e-07	-0.53684	-6.8572	0.07013	0.74348	7.0234e-12	3.9721e-10
CLRN3	4	0.21748	2.4466	0.043160000000000004	0.65972	0.014421999999999999	0.045479	0.3007	3.4332	0.013548	0.48848	0.00059656	0.0033311	0.35866	4.2642	0.012974000000000001	0.56295	2.006e-05	0.00019348	-0.066998	-0.67594	0.83557	0.9917100000000001	0.49908	0.68479
SLC17A6	4	0.35728000000000004	4.197	0.0083013	0.44036000000000003	2.7051999999999998e-05	0.00021179	0.46326000000000006	5.5139	0.0029164	0.34094	3.5095e-08	5.7945e-07	0.18211	2.1714	0.085619	0.78613	0.029898	0.085897	0.2105	2.3289	0.050129	0.70926	0.019865	0.072528
NCS1	6	0.25734	3.8805	0.026971	0.59297	0.00010424	0.00069398	0.10917	1.6259	0.13956	0.83196	0.10396	0.21911	0.052003	0.79323	0.34738	0.9322799999999999	0.42765	0.5997399999999999	0.11546	1.6437	0.1583	0.8340799999999999	0.10023	0.2392
KCNMB1	4	0.30338000000000004	3.1487	0.014961000000000002	0.5021	0.0016401	0.0074205	0.099371	1.0071	0.15627	0.84704	0.31389	0.48718	0.255	2.7326	0.037568	0.69408	0.0062836	0.025261000000000002	0.17869000000000002	1.7282	0.07409199999999999	0.74634	0.08394800000000001	0.21049
SETD4	4	-0.66897	-6.4576	0.051048	0.68092	1.0638e-10	2.4286999999999997e-09	-0.36295	-3.641	0.26229	0.8942100000000001	0.00027156	0.0017132999999999998	-0.64791	-6.5098	0.0365	0.69089	7.523399999999999e-11	2.4269e-09	-0.5303100000000001	-4.9734	0.07307000000000001	0.74484	6.578399999999999e-07	1.3126e-05
TAL1	5	0.2337	2.7615	0.03572	0.63146	0.0057542	0.021209	0.059046	0.68717	0.24594000000000002	0.8881899999999999	0.49198000000000003	0.65578	0.009865100000000002	0.11772	0.50254	0.9685600000000001	0.9062899999999999	0.9474100000000001	0.066615	0.7413	0.27423000000000003	0.89871	0.45851000000000003	0.65225
GMPPB	4	-0.63544	-7.6651	0.061358	0.70641	1.7874e-14	7.059999999999999e-13	-0.54251	-6.6416	0.08784700000000001	0.7570899999999999	3.104e-11	9.0872e-10	-0.46833	-5.9598	0.10983	0.8045399999999999	2.525e-09	6.212299999999999e-08	-0.46488	-5.4732	0.10958	0.79625	4.4193e-08	1.1524e-06
CACFD1	6	-0.63346	-10.449000000000002	0.061944000000000006	0.70801	1.4885000000000001e-25	1.9349e-23	-0.63284	-10.459000000000001	0.051517999999999994	0.6613100000000001	1.3369e-25	2.2535999999999996e-23	-0.61034	-10.293	0.045651	0.69921	7.5653e-25	1.7808000000000002e-22	-0.52612	-8.5207	0.07487200000000001	0.7469600000000001	1.5863e-17	2.382e-15
PLCD1	4	0.22976	2.7624	0.037143	0.63494	0.0057371	0.021168	0.20349	2.4468	0.042746	0.6398699999999999	0.014412999999999999	0.047025	0.030741	0.37384	0.4216	0.9507700000000001	0.70853	0.81976	0.19545	2.2568	0.060163999999999995	0.7287899999999999	0.024021999999999998	0.083371
ARIH1	4	-0.6197699999999999	-6.2455	0.066858	0.71686	4.2244999999999997e-10	8.7395e-09	-0.40431999999999996	-4.2738	0.2021	0.87349	1.9217e-05	0.00016919	-0.51103	-5.5839	0.08454	0.78371	2.3515000000000002e-08	4.7213000000000003e-07	-0.22396999999999997	-2.2791	0.50648	0.95085	0.022662	0.079587
TOP2A	4	-0.79709	-7.6341	0.026177999999999996	0.58839	2.2744e-14	8.8431e-13	-0.37162	-3.8739	0.24804	0.8884299999999999	0.00010711	0.00076059	-0.25786	-2.8541	0.41913999999999996	0.94958	0.0043154	0.018602	-0.40005	-3.87	0.16516	0.83634	0.00010883	0.001082
ICOSLG	4	0.45682	4.4472	0.0031804000000000003	0.38364000000000004	8.700499999999999e-06	7.697e-05	0.27105999999999997	2.5933	0.018658	0.5443899999999999	0.0095069	0.033817	-0.10507000000000001	-0.99616	0.97551	0.99885	0.31917	0.49332	-0.10579000000000001	-0.9035	0.9772799999999999	0.99979	0.36626	0.5655899999999999
RPAP3	6	-0.78476	-10.529000000000002	0.027636	0.5959300000000001	6.359400000000001e-26	8.521100000000001e-24	-0.70245	-9.5819	0.035157	0.61317	9.53e-22	1.0921e-19	-0.58167	-8.3715	0.054791	0.72712	5.6875e-17	4.8093e-15	-0.57831	-7.5803	0.053424	0.71091	3.4486e-14	3.1451e-12
SETD1B	4	-0.67613	-6.6893	0.049211000000000005	0.6746300000000001	2.2429999999999997e-11	5.7542e-10	-0.51363	-5.2813	0.10432999999999999	0.7830199999999999	1.2827e-07	1.9178e-06	0.025306	0.29441999999999996	0.44216000000000005	0.95562	0.7684300000000001	0.8616799999999999	-0.39345	-3.8365	0.17229	0.84541	0.00012479	0.0012083
KLHL30	4	0.35115999999999997	4.2581	0.0088639	0.44513	2.0613e-05	0.00016554	-0.044861	-0.53025	0.6331600000000001	0.9799399999999999	0.5959399999999999	0.7368399999999999	0.027826999999999998	0.33751	0.4327	0.95394	0.73573	0.8392200000000001	-0.0059102	-0.06776599999999999	0.5484	0.95781	0.9459700000000001	0.9738700000000001
WDR26	4	-0.82436	-8.6192	0.022895	0.56567	6.743599999999999e-18	3.9954000000000003e-16	-0.6424300000000001	-6.9275	0.048637	0.65357	4.2842e-12	1.4575e-10	-0.7844399999999999	-8.6341	0.016717	0.59877	5.919199999999999e-18	5.6343e-16	-0.65065	-6.606	0.034904000000000004	0.66152	3.9478000000000004e-11	1.9155e-09
HAUS8	4	-0.6756300000000001	-8.602	0.049382999999999996	0.6752	7.8336e-18	4.5334e-16	-0.77781	-9.826	0.023538	0.5758800000000001	8.704799999999998e-23	1.1487000000000001e-20	-0.8022699999999999	-10.409	0.015087	0.57681	2.2633000000000004e-25	5.869399999999999e-23	-0.63326	-7.7871	0.038992	0.68008	6.855500000000001e-15	7.066e-13
ATL2	5	-0.7316199999999999	-10.083	0.036752999999999994	0.63469	6.6e-24	7.3695e-22	-0.59987	-8.4274	0.063253	0.69892	3.5345e-17	2.3320999999999998e-15	-0.35425	-5.237	0.22873000000000002	0.88613	1.6319000000000002e-07	2.7626e-06	-0.35258	-4.8773	0.22461	0.8760399999999999	1.0751999999999999e-06	2.0237e-05
NEGR1	6	0.23595	3.0255	0.034663	0.63146	0.0024819000000000004	0.010514	0.028925	0.36333000000000004	0.33526999999999996	0.92011	0.71635	0.8237	0.10672999999999999	1.3958	0.19916	0.8666200000000001	0.16276	0.3081	-0.05778	-0.67897	0.7913100000000001	0.9905799999999999	0.49716000000000005	0.68307
HNRNPU	4	-1.7848	-16.221	0.00058557	0.31429	3.5702e-59	4.145899999999999e-56	-1.3426	-13.581	0.0018945000000000001	0.34094	5.1985e-42	3.4828e-39	-1.2591	-13.642999999999999	0.0017337	0.39737	2.2102e-42	2.4061999999999998e-39	-1.3514	-12.545	0.0012515	0.45169	4.2374999999999994e-36	3.8848999999999995e-33
DCUN1D4	4	-0.79172	-9.2644	0.026741	0.59187	1.9616999999999998e-20	1.5819999999999997e-18	-0.58535	-7.0478	0.06802899999999999	0.70733	1.8177e-12	6.5691e-11	-0.57443	-7.1336	0.057178999999999994	0.72717	9.7785e-13	4.4472999999999996e-11	-0.41965	-4.9254	0.14587999999999998	0.82844	8.4179e-07	1.6385e-05
POLR1B	5	-1.2349	-14.927999999999999	0.0036397	0.38364000000000004	2.1665e-50	1.5095e-47	-1.0563	-13.147	0.0057638	0.39373	1.7742e-39	9.657799999999999e-37	-0.9204399999999999	-12.05	0.0080602	0.5	1.9321e-33	1.0517e-30	-1.0604	-12.47	0.0041449	0.48318	1.0879999999999999e-35	9.476399999999998e-33
TRNT1	4	-0.69707	-6.6734	0.044319	0.66286	2.4993000000000002e-11	6.3277e-10	-0.52462	-5.1715	0.097353	0.77552	2.3218000000000003e-07	3.2774e-06	-0.4129	-4.2795	0.15680999999999998	0.8406799999999999	1.8729e-05	0.00018226	-0.44643999999999995	-4.2074	0.12277	0.8136899999999999	2.5831e-05	0.00031687
UPK1B	4	0.2775	3.1425	0.020587	0.5554899999999999	0.0016753	0.0075581	0.11199999999999999	1.2476	0.13507	0.8272799999999999	0.21219000000000002	0.3714	-0.094439	-1.064	0.97665	0.99885	0.28733000000000003	0.45953	0.074455	0.7810699999999999	0.25168	0.8863700000000001	0.43476000000000004	0.63015
EIF2S1	4	-0.90653	-8.8042	0.014961000000000002	0.5021	1.3185e-18	8.506100000000001e-17	-0.8539700000000001	-8.4243	0.015983	0.5213399999999999	3.6299e-17	2.386e-15	-0.76899	-8.103	0.018279	0.60525	5.3618e-16	3.9408e-14	-0.56317	-5.4632	0.05897	0.72214	4.6757e-08	1.2156e-06
ELAC2	4	-1.0824	-11.020999999999999	0.0066479	0.41357	3.0178999999999997e-28	5.0547000000000004e-26	-0.73133	-7.9668	0.030070999999999997	0.60136	1.6284000000000002e-15	8.7009e-14	-0.81512	-9.1654	0.013996000000000001	0.56514	4.9366999999999996e-20	6.6148e-18	-0.81702	-8.1772	0.013422	0.5262899999999999	2.9042e-16	3.7198e-14
TAF3	4	-0.8630200000000001	-8.7132	0.018405	0.5361199999999999	2.9538999999999997e-18	1.8311e-16	-1.1518	-11.017000000000001	0.0038808	0.35545	3.1745e-28	6.6622e-26	-0.8670899999999999	-9.2662	0.010667	0.5503	1.9292e-20	2.7545e-18	-0.86165	-8.0827	0.010667	0.51782	6.334900000000001e-16	7.610199999999999e-14
DMAP1	5	-0.64996	-6.5378	0.0568	0.69644	6.244899999999999e-11	1.4860999999999999e-09	-0.61353	-6.2513	0.057833	0.68108	4.0705e-10	9.9166e-09	-0.39539	-4.4029	0.17542	0.8572799999999999	1.0681e-05	0.00011201	-0.46252	-4.4936	0.11117	0.79918	7.0023e-06	0.00010309999999999999
EED	4	-0.8328399999999999	-8.9481	0.021712000000000002	0.55929	3.6167000000000003e-19	2.5926e-17	-0.55056	-6.103	0.08369	0.75003	1.0407000000000001e-09	2.3636e-08	0.11940999999999999	1.4064	0.17373	0.8572799999999999	0.1596	0.304	0.014656	0.16505	0.45771999999999996	0.94406	0.8689	0.93329
